wind_norm,name,ede_list_date,board,industry_concept,concepts,industry_hsics,hsics_l1_name,hsics_index_code,hsics_index_name,industry,industry_source
6806.HK,申万宏源,2019-04-26,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]中资券商;[HK]国企;[HK]央企,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
6808.HK,高鑫零售,2011-07-27,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]蚂蚁金服;[HK]纳入MSCI香港;[HK]连锁快餐店;[HK]外资企业;[HK]电子商务;[HK]阿里巴巴;[HK]国内零售,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
6809.HK,澜起科技,2026-02-09,主板,其他,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]次新股;[HK]核心资产,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6810.HK,商米科技-W,2026-04-29,主板,其他,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]次新股;[HK]同股不同权,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6811.HK,太兴集团,2019-06-13,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]香港本地股;[HK]香港本地消费;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6812.HK,永顺控股香港,2017-03-16,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6816.HK,瑞港建设,2016-07-20,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企;[HK]地方国企,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
6818.HK,中国光大银行,2013-12-20,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]国企;[HK]央企;[HK]国企改革;[HK]财产管理;[HK]纳入MSCI香港;[HK]中资银行;[HK]光大系,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
6820.HK,友谊时光,2019-10-08,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]互联网出海;[HK]手机游戏;[HK]网络游戏,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6821.HK,凯莱英,2021-12-10,主板,生物科技/医药,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]CXO;[HK]创新药;[HK]外资企业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6822.HK,科劲国际,2015-01-16,主板,其他,,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6823.HK,香港电讯-SS,2011-11-29,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]电信;[HK]移动互联网;[HK]长和系;[HK]5G,TMT/互联网,电讯业,HSCITC.HI,恒生综合行业指数-电讯业,TMT/互联网,hsics
6826.HK,昊海生物科技,2015-04-30,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]医疗耗材;[HK]港股通;[HK]生物医疗;[HK]化妆美容;[HK]医疗器械,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6828.HK,北京燃气蓝天,2011-07-12,主板,其他,万得(港股)中国企业综合指数成份;[HK]燃气;[HK]中概股回归;[HK]国企;[HK]地方国企,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
6829.HK,龙升集团控股,2018-02-08,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
6830.HK,华众车载,2012-01-12,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6831.HK,绿茶集团,2025-05-16,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]食品;[HK]核心资产,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6833.HK,兴科蓉医药,2016-03-10,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6838.HK,盈利时,2011-07-20,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6839.HK,云南水务,2015-05-27,主板,其他,万得(港股)中国企业综合指数成份;[HK]地方国企;[HK]环保;[HK]国企;[HK]国企改革,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
6855.HK,亚盛医药,2019-10-28,主板,生物科技/医药,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]创新药;[HK]抗肿瘤,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6858.HK,本间高尔夫,2016-10-06,主板,其他,,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6860.HK,指尖悦动,2018-07-12,主板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6862.HK,海底捞,2018-09-26,主板,其他,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]高瓴资本;[HK]节假日;[HK]核心资产;[HK]连锁快餐店;[HK]外资企业;[HK]纳入MSCI香港,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6865.HK,福莱特玻璃,2015-11-26,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]光伏太阳能,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
6866.HK,佐力科创,2015-01-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]融资租赁,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
6868.HK,天福,2011-09-26,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]健康产业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
6869.HK,长飞光纤光缆,2014-12-10,主板,TMT/互联网,[HK]光模块(CPO);万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]武汉本地;[HK]蓝筹股;[HK]核心资产;[HK]华为;[HK]国企改革;[HK]5G,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6871.HK,翼菲科技,2026-05-18,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
6872.HK,丹诺医药-B,2026-05-22,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]次新股;[HK]未盈利生物科技,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6877.HK,TE HEALTHCARE,2013-07-03,主板,其他,万得(港股)中国企业综合指数成份,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6878.HK,鼎丰集团汽车,2013-12-09,主板,其他,万得(港股)中国企业综合指数成份;[HK]融资租赁,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
6880.HK,MOMENTA-W,2026-07-08,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股;[HK]同股不同权,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6881.HK,中国银河,2013-05-22,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]纳入MSCI香港;[HK]中资券商;[HK]财产管理;[HK]国企;[HK]国企改革;[HK]央企,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
6882.HK,东瀛游,2014-11-28,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]现代服务业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6883.HK,颖通控股,2025-06-26,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6885.HK,金马能源,2017-10-10,主板,其他,万得(港股)中国企业综合指数成份,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
6886.HK,华泰证券,2015-06-01,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]国企;[HK]财产管理;[HK]地方国企;[HK]中资券商;[HK]纳入MSCI香港;[HK]国企改革,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
6887.HK,东阳光药,2025-08-07,主板,其他,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]次新股,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6888.HK,英达公路再生科技,2013-06-26,主板,其他,万得(港股)中国企业综合指数成份;[HK]环保,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
6889.HK,DYNAM JAPAN,2012-08-06,主板,TMT/互联网,[HK]外资企业;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6890.HK,康利国际控股,2018-11-19,主板,其他,万得(港股)中国企业综合指数成份,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
6893.HK,衍生集团,2014-10-16,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]健康产业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6896.HK,金嗓子,2015-07-15,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]生物医疗;[HK]保健品,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6898.HK,中国铝罐,2013-07-12,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]工业4.0,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
6899.HK,联众,2014-06-30,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]电子竞技;[HK]手机游戏;[HK]网络游戏,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6908.HK,宏光半导体,2016-12-30,主板,其他,万得(港股)中国企业综合指数成份;[HK]LED照明,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6909.HK,百得利控股,2021-07-15,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6911.HK,澜沧古茶,2023-12-22,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
6913.HK,华南职业教育,2021-07-13,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6915.HK,江西生物,2026-06-30,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6918.HK,奇士达,2020-03-18,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6919.HK,人瑞人才,2019-12-13,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6922.HK,康沣生物-B,2022-12-30,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]未盈利生物科技,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6928.HK,万马控股,2017-07-13,主板,TMT/互联网,[HK]AIGC,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6929.HK,业聚医疗,2022-12-23,主板,其他,,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6933.HK,新娱科控股,2020-07-15,主板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6936.HK,顺丰控股,2024-11-27,主板,TMT/互联网,[HK]AIGC备案;万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]智能物流,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
6938.HK,瑞博生物-B,2026-01-09,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]次新股;[HK]未盈利生物科技,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6939.HK,美佳音控股,2021-03-31,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
6951.HK,三环集团,2026-07-09,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
6955.HK,博安生物,2022-12-30,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]创新药;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6958.HK,正荣服务,2020-07-10,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]中资物业管理;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
6959.HK,长久股份,2024-01-09,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6960.HK,双登股份,2025-08-26,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]储能;[HK]次新股;[HK]锂电池,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
6963.HK,阳光保险,2022-12-09,主板,金融,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]核心资产;[HK]中资保险,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
6966.HK,中国万桐园,2017-09-27,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6968.HK,港龙中国地产,2020-07-15,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
6969.HK,思摩尔国际,2020-07-10,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]电子烟;[HK]烟草;[HK]核心资产,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6978.HK,永泰生物-B,2020-07-10,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]未盈利生物科技;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6979.HK,珍酒李渡,2023-04-27,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]核心资产;[HK]白酒,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
6980.HK,八马茶业,2025-10-28,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
6988.HK,乐享集团,2020-09-23,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]AIGC;[HK]互联网出海;[HK]短视频;[HK]SaaS;[HK]移动互联网;[HK]网络科技股;[HK]电子商务;[HK]互联网;[HK]云计算;[HK]双十一;[HK]文化传媒;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
6989.HK,卓越商企服务,2020-10-19,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]中资物业管理;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
6990.HK,科伦博泰生物,2023-07-11,主板,生物科技/医药,[HK]养老产业;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]CXO;[HK]蓝筹股;[HK]核心资产;[HK]创新药;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6993.HK,蓝月亮集团,2020-12-16,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]高瓴资本;[HK]外资企业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
6996.HK,德琪医药-B,2020-11-20,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]高瓴资本;[HK]未盈利生物科技;[HK]抗肿瘤;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6998.HK,亿腾嘉和,2020-10-07,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]高瓴资本;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
6999.HK,领地控股,2020-12-10,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
7489.HK,岚图汽车,2026-03-19,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
7618.HK,京东工业,2025-12-11,主板,其他,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]次新股;[HK]核心资产,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
7630.HK,英派药业-B,2026-05-13,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]次新股;[HK]未盈利生物科技,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
7656.HK,瑞为技术,2026-07-08,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
7666.HK,剂泰科技-P,2026-05-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
7687.HK,易控智驾,2026-07-08,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
7688.HK,拓璞数控,2026-05-20,主板,其他,万得(港股)中国企业综合指数成份;[HK]次新股,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
80016.HK,新鸿基地产-R,2023-06-19,主板,其他,,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
80020.HK,商汤-WR,2023-06-19,主板,其他,,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
8003.HK,世大控股,1999-12-02,创业板,其他,万得(港股)中国企业综合指数成份;[HK]小金属,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8005.HK,裕兴科技,2000-01-31,创业板,其他,万得(港股)中国企业综合指数成份;[HK]区块链,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8006.HK,华泰瑞银,2000-03-09,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]移动互联网,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8007.HK,环球战略集团,2000-04-17,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]环保;[HK]移动互联网,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,TMT/互联网,concept
8013.HK,ECI TECH,2017-03-10,创业板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
8017.HK,捷利交易宝,2018-09-28,创业板,其他,万得(港股)中国企业综合指数成份;[HK]SaaS;[HK]外资企业,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
80175.HK,吉利汽车-R,2023-06-19,主板,其他,,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8018.HK,汇财金融投资,2013-09-26,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]互联网金融,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
8019.HK,皓文控股,2001-07-20,创业板,其他,万得(港股)中国企业综合指数成份,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
8020.HK,宏海控股集团,2011-10-12,创业板,金融,万得(港股)中国企业综合指数成份;[HK]财产管理,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
8021.HK,汇隆控股,2001-12-07,创业板,其他,万得(港股)中国企业综合指数成份,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
8023.HK,邝文记,2016-10-13,创业板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
8026.HK,朗华国际集团,2000-03-28,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]移动互联网,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8027.HK,吉辉控股,2015-07-10,创业板,TMT/互联网,[HK]文化传媒,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
8028.HK,天时资源,1999-11-25,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]软件外包,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
8029.HK,中投金融科技集团,2000-12-14,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]小金属;[HK]外资企业;[HK]网络游戏,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
80291.HK,华润啤酒-R,2023-06-19,主板,其他,,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
8030.HK,丰银禾控股,2012-05-07,创业板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]中资物业管理;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
8031.HK,易通讯集团,2012-01-09,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]软件外包,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8033.HK,爱达利网络,2000-02-25,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]软件外包;[HK]外资企业;[HK]网络科技股,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
8035.HK,骏高控股,2016-10-07,创业板,其他,万得(港股)中国企业综合指数成份,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
8036.HK,电子交易集团,2019-02-19,创业板,其他,万得(港股)中国企业综合指数成份,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
8037.HK,中国生物科技服务,2004-06-17,创业板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]健康产业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
80388.HK,香港交易所-R,2023-06-19,主板,其他,,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
8039.HK,中国来骑哦,2016-12-12,创业板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
8040.HK,快意智能,2018-02-14,创业板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
8041.HK,中微智码,2000-07-07,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]品牌服饰;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8042.HK,高奥士人才集团,2018-10-12,创业板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8043.HK,ATLINKS,2018-01-19,创业板,其他,,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
8047.HK,中国海洋发展,2001-11-01,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]移动互联网;[HK]在线支付,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
8049.HK,吉林长龙药业,2001-05-24,创业板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]生物医疗,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
8050.HK,城市酷选,2000-07-24,创业板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]软件外包,TMT/互联网,电讯业,HSCITC.HI,恒生综合行业指数-电讯业,TMT/互联网,hsics
8051.HK,讯智海,2001-05-08,创业板,其他,万得(港股)中国企业综合指数成份;[HK]反恐;[HK]外资企业;[HK]安防监控,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
8052.HK,陆庆娱乐,2016-11-11,创业板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8056.HK,生活概念,2016-08-05,创业板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
8057.HK,麦迪森控股,2015-10-08,创业板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
8059.HK,朝威控股,2014-08-15,创业板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
8060.HK,国联通信,2002-11-13,创业板,其他,万得(港股)中国企业综合指数成份;[HK]安防监控;[HK]智能交通,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
