wind_norm,name,ede_list_date,board,industry_concept,concepts,industry_hsics,hsics_l1_name,hsics_index_code,hsics_index_name,industry,industry_source
0133.HK,招商局中国基金,1993-07-22,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]国企;[HK]央企;[HK]物业投资,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0135.HK,昆仑能源,1973-03-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]燃气;[HK]石油股;[HK]核心资产;[HK]页岩气;[HK]纳入MSCI香港;[HK]石化股;[HK]国企;[HK]央企,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,其他,fallback
0136.HK,中国儒意,1997-09-25,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]短视频;[HK]核心资产;[HK]电子商务;[HK]腾讯;[HK]互联网,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0137.HK,金辉集团,1991-12-06,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0138.HK,中建富通,1991-11-11,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0139.HK,小鱼盈通,1994-03-15,主板,其他,万得(港股)中国企业综合指数成份;[HK]集成电路,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0142.HK,第一太平,1988-09-12,主板,其他,[HK]港股通;[HK]外资企业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0144.HK,招商局港口,1992-07-15,主板,金融,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]核心资产;[HK]港口运输;[HK]财产管理;[HK]粤港澳大湾区;[HK]央企;[HK]纳入MSCI香港;[HK]一带一路;[HK]国企;[HK]智能物流,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0145.HK,信能低碳,1972-07-01,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0146.HK,TAI PING CARPET,1980-01-08,主板,其他,[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0147.HK,国际商业结算,1988-06-06,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,TMT/互联网,资讯科技业,HSCIIT.HI,恒生综合行业指数-信息科技业,TMT/互联网,hsics
0148.HK,建滔集团,1993-10-08,主板,其他,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]核心资产;[HK]集成电路;[HK]纳入MSCI香港,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0149.HK,中国农产品交易,1973-03-12,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]生态农业;[HK]农业现代化,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0150.HK,HYPEBEAST,2016-04-11,主板,TMT/互联网,[HK]AIGC;[HK]文化传媒;[HK]网络科技股;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0151.HK,中国旺旺,2008-03-26,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]食品;[HK]乳业;[HK]纳入MSCI香港;[HK]合资企业;[HK]外资企业,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0152.HK,深圳国际,1972-09-25,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]深圳本地;[HK]智能物流;[HK]粤港澳大湾区;[HK]纳入MSCI香港;[HK]地方国企;[HK]国企,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0154.HK,北京控股环境集团,1980-04-29,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企;[HK]环保;[HK]地方国企,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0156.HK,力宝华润,1980-01-24,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]物业投资,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0157.HK,自然美,2002-03-28,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]化妆美容;[HK]现代服务业;[HK]合资企业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0158.HK,万邦投资,1972-08-29,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]香港本地股;[HK]物业投资;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0159.HK,布莱克万矿业,1985-07-05,主板,其他,万得(港股)中国企业综合指数成份;[HK]铁矿石;[HK]小金属,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0160.HK,汉国置业,1972-09-16,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0162.HK,世纪金花,2000-10-23,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]现代服务业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0163.HK,英皇国际,1972-11-14,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]连锁酒店;[HK]物业投资;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0164.HK,中国宝力科技,1973-01-26,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]网络游戏,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0165.HK,中国光大控股,1973-02-26,主板,金融,[HK]稳定币;万得(港股)中国企业综合指数成份;[HK]港股通;[HK]纳入MSCI香港;[HK]央企;[HK]国企;[HK]财产管理;[HK]光大系,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0166.HK,新时代集团控股,1998-10-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0167.HK,IDT INT'L,1988-10-21,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]国企;[HK]地方国企;[HK]现代服务业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0168.HK,青岛啤酒股份,1993-07-15,主板,消费/零售,[HK]凤凰之星最佳港股;万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]啤酒;[HK]节假日;[HK]核心资产;[HK]纳入MSCI香港;[HK]国企改革;[HK]国企;[HK]地方国企,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0169.HK,万达酒店发展,2002-06-04,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]节假日;[HK]外资企业;[HK]腾讯;[HK]内地房地产,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0171.HK,银建国际,1980-01-28,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0173.HK,嘉华国际,1987-02-06,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]内地房地产;[HK]外资企业,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0174.HK,盛洋投资,1988-10-05,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]央企;[HK]物业投资;[HK]国企,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0175.HK,吉利汽车,1973-02-23,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]新经济;[HK]港股通;[HK]汽车;[HK]蓝筹股;[HK]核心资产;[HK]新能源汽车;[HK]纳入MSCI香港,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0176.HK,先机企业集团,1994-04-28,主板,其他,万得(港股)中国企业综合指数成份,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0177.HK,江苏宁沪高速公路,1997-06-27,主板,其他,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]港股通;[HK]路桥运营;[HK]核心资产;[HK]地方国企;[HK]国企;[HK]纳入MSCI香港;[HK]国企改革,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0178.HK,莎莎国际,1997-06-13,主板,生物科技/医药,万得(港股)中国企业综合指数成份;[HK]香港本地消费;[HK]香港本地股;[HK]香港零售;[HK]外资企业;[HK]化妆美容;[HK]双十一;[HK]健康产业,生物科技/医药,医疗保健业,HSCIH.HI,恒生综合行业指数-医疗保健业,生物科技/医药,hsics
0179.HK,德昌电机控股,1984-07-11,主板,工业/制造,[HK]港股通;[HK]工业4.0;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0180.HK,开达集团,1985-05-24,主板,地产/建筑,[HK]物业投资;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0181.HK,闽港控股,1973-02-22,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]地方国企;[HK]国企;[HK]物业投资,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0182.HK,协合新能源,1991-11-27,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]光伏太阳能;[HK]风电;[HK]新能源,其他,公用事业,HSCIUT.HI,恒生综合行业指数-公用事业,新能源/汽车,concept
0183.HK,宏辉集团,2002-05-21,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0184.HK,激成投资,1973-02-24,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]物业投资,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0185.HK,正商实业,1972-12-20,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0186.HK,敏捷控股,1987-07-09,主板,其他,万得(港股)中国企业综合指数成份,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0187.HK,京城机电股份,1993-08-06,主板,教育/服务,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]国企改革;[HK]现代服务业;[HK]地方国企;[HK]国企,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0188.HK,新华汇富金融,2000-09-15,主板,金融,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0189.HK,东岳集团,2007-12-10,主板,新能源/汽车,万得(港股)中国企业综合指数成份;[HK]老经济;[HK]储能;[HK]港股通;[HK]核心资产;[HK]燃料电池;[HK]新材料,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0191.HK,丽新国际,1987-12-03,主板,消费/零售,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]品牌服饰,其他,综合企业,HSCICO.HI,恒生综合行业指数-综合企业,消费/零售,concept
0193.HK,冠中地产,1972-09-11,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]连锁酒店,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0194.HK,廖创兴企业,1972-11-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]连锁酒店,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0195.HK,绿科科技国际,2008-11-12,主板,其他,[HK]新材料;[HK]小金属,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0196.HK,宏华集团,2008-03-07,主板,其他,万得(港股)中国企业综合指数成份;[HK]国企;[HK]页岩气;[HK]央企,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0197.HK,亨泰,2001-12-03,主板,工业/制造,万得(港股)中国企业综合指数成份;[HK]生态农业;[HK]智能物流,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0199.HK,德祥地产,1994-03-18,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0200.HK,新濠国际发展,1981-08-13,主板,其他,万得(港股)中国企业综合指数成份;[HK]港股通;[HK]外资企业;[HK]博彩,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0201.HK,华大酒店,1972-11-17,主板,其他,万得(港股)中国企业综合指数成份;[HK]连锁酒店;[HK]外资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0202.HK,润中国际控股,,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]环保,消费/零售,必需性消费,HSCICS.HI,恒生综合行业指数-必需性消费,消费/零售,hsics
0204.HK,资本界金控,2000-12-12,主板,其他,万得(港股)中国企业综合指数成份,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0205.HK,BFB HEALTH,1993-01-05,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]文化传媒;[HK]影视传媒,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0206.HK,华商能源,2005-11-28,主板,其他,万得(港股)中国企业综合指数成份;[HK]央企;[HK]国企;[HK]页岩气,新能源/汽车,能源业,HSCIEN.HI,恒生综合行业指数-能源业,新能源/汽车,hsics
0209.HK,万维智能科技,2002-03-06,主板,其他,万得(港股)中国企业综合指数成份;[HK]婴童,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0210.HK,达芙妮国际,1995-11-03,主板,其他,万得(港股)中国企业综合指数成份;[HK]合资企业,消费/零售,非必需性消费,HSCICD.HI,恒生综合行业指数-非必需性消费,消费/零售,hsics
0211.HK,STYLAND HOLD,1991-12-05,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资;[HK]外资企业,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0212.HK,NANYANG HOLD,1954-09-15,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0213.HK,NATIONAL ELEC H,1985-02-04,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资;[HK]外资企业,工业/制造,工业,HSCIIN.HI,恒生综合行业指数-工业,工业/制造,hsics
0214.HK,汇汉控股,1986-01-06,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]物业投资;[HK]外资企业;[HK]内地房地产,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
0215.HK,和记电讯香港,2009-05-08,主板,TMT/互联网,万得(港股)中国企业综合指数成份;[HK]电信;[HK]5G;[HK]苹果;[HK]移动互联网;[HK]长和系,TMT/互联网,电讯业,HSCITC.HI,恒生综合行业指数-电讯业,TMT/互联网,hsics
0216.HK,建业实业,1973-01-31,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]外资企业;[HK]内地房地产,地产/建筑,地产建筑业,HSCIPC.HI,恒生综合行业指数-地产建筑业,地产/建筑,hsics
0217.HK,中国诚通发展集团,1972-01-10,主板,地产/建筑,万得(港股)中国企业综合指数成份;[HK]内地房地产;[HK]国企;[HK]央企,工业/制造,原材料业,HSCIMT.HI,恒生综合行业指数-原材料业,工业/制造,hsics
0218.HK,申万宏源香港,1973-02-01,主板,金融,万得(港股)中国企业综合指数成份;[HK]中资券商;[HK]央企;[HK]国企;[HK]财产管理,金融,金融业,HSCIFN.HI,恒生综合行业指数-金融业,金融,hsics
